Original Title,Cited Articles
The distribution of points on the sphere and corresponding cubature formulae,Hemispherical microphone arrays for sound capture and beamforming
The distribution of points on the sphere and corresponding cubature formulae,Denoising directional room impulse responses with spatially anisotropic late reverberation tails
The distribution of points on the sphere and corresponding cubature formulae,Acoustic imaging in enclosed spaces
The distribution of points on the sphere and corresponding cubature formulae,Beamforming with optimal aliasing cancellation in spherical microphone arrays
The distribution of points on the sphere and corresponding cubature formulae,Leukocyte rolling on P-selectin: a three-dimensional numerical study of the effect of cytoplasmic viscosity
The distribution of points on the sphere and corresponding cubature formulae,Frequency-domain sound field from the perspective of band-limited functions
The distribution of points on the sphere and corresponding cubature formulae,Sound field translation methods for binaural reproduction
The distribution of points on the sphere and corresponding cubature formulae,Compressive sensing based spherical harmonics decomposition of a low frequency sound field within a cylindrical cavity
The distribution of points on the sphere and corresponding cubature formulae,Modelling electro-active polymers with a dispersion-type anisotropy
The distribution of points on the sphere and corresponding cubature formulae,Applications of anisotropic image filters for computing 2D and 3D-fiber orientations
The distribution of points on the sphere and corresponding cubature formulae,On tube models of rubber elasticity: fitting performance in relation to sensitivity to the invariant I 2
The distribution of points on the sphere and corresponding cubature formulae,Translations of spherical harmonics expansion coefficients for a sound field using plane wave expansions
Strongly regular graphs,"The asymptotics of r (4, t)"
Strongly regular graphs,Convergence rate of Markov chains over switching distance regular networks
Strongly regular graphs,Partial difference sets with Denniston parameters in elementary Abelian p-groups
Strongly regular graphs,m-Distance-regular graphs and their relation to multivariate P-polynomial association schemes
Strongly regular graphs,Symmetry and asymmetry between positive and negative square energies of graphs
Strongly regular graphs,Two families of two-weight codes over
Strongly regular graphs,"Observations on the Lovász θ -Function, Graph Capacity, Eigenvalues, and Strong Products"
Strongly regular graphs,Non-projective two-weight codes
Strongly regular graphs,Designs in finite classical polar spaces
Strongly regular graphs,Optimality of spherical codes via exact semidefinite programming bounds
Strongly regular graphs,Universal minima of discrete potentials for sharp spherical codes
Strongly regular graphs,Paley-like quasi-random graphs arising from polynomials
Strongly regular graphs,GRAPHTESTER: Exploring Theoretical Boundaries of GNNs on Graph Datasets
Strongly regular graphs,The Lasserre hierarchy for equiangular lines with a fixed angle
Strongly regular graphs,"A construction of directed strongly regular graphs with parameters (63, 11, 8, 1, 2)"
Strongly regular graphs,Genuinely nonabelian partial difference sets
Strongly regular graphs,Incidence‐free sets and edge domination in incidence graphs
Strongly regular graphs,Upper bounds for the number of substructures in finite geometries from the container method
Strongly regular graphs,Divisible design graphs from the symplectic graph
Strongly regular graphs,Spectral properties of generalized Paley graphs
Strongly regular graphs,Vertex-primitive digraphs with large fixity
Strongly regular graphs,Constructions of -designs from weighing matrices and walk-regular graphs
Strongly regular graphs,Uniclass automorphisms of spherical buildings
Strongly regular graphs,Non-canonical maximum cliques without a design structure in the block graphs of 2-designs
